Movie_Title,Director_Name,IMDB_score,Actor_1,Actor_2,Actor_3,Gross_Revenue,Budget,Total_Facebook_Likes,Country
The Bourne Legacy,Tony Gilroy,6.7,Jeremy Renner,Scott Glenn,Stacy Keach,113165635.0,125000000.0,31000,USA
Batman & Robin,Joel Schumacher,3.7,Michael Gough,Vivica A. Fox,John Glover,107285004.0,125000000.0,0,USA
How the Grinch Stole Christmas,Ron Howard,6.0,Clint Howard,T.J. Thyne,Molly Shannon,260031035.0,123000000.0,0,USA
The Day After Tomorrow,Roland Emmerich,6.4,Jake Gyllenhaal,Dennis Quaid,Sela Ward,186739919.0,125000000.0,19000,USA
Mission: Impossible II,John Woo,6.1,Tom Cruise,Dougray Scott,Richard Roxburgh,215397307.0,125000000.0,0,USA
The Perfect Storm,Wolfgang Petersen,6.4,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,182618434.0,140000000.0,0,USA
Fantastic 4: Rise of the Silver Surfer,Tim Story,5.6,Chris Evans,Ioan Gruffudd,Andre Braugher,131920333.0,130000000.0,0,USA
Life of Pi,Ang Lee,8.0,Suraj Sharma,Rafe Spall,Tabu,124976634.0,120000000.0,122000,USA
Ghost Rider,Mark Steven Johnson,5.2,Nicolas Cage,Matt Long,Peter Fonda,115802596.0,110000000.0,0,USA
Jason Bourne,Paul Greengrass,7.1,Matt Damon,Riz Ahmed,Ato Essandoh,108521835.0,120000000.0,31000,UK
Charlie's Angels: Full Throttle,McG,4.8,Demi Moore,Bernie Mac,Justin Theroux,100685880.0,120000000.0,0,USA
Prometheus,Ridley Scott,7.0,Michael Fassbender,Charlize Theron,Sean Harris,126464904.0,130000000.0,97000,USA
Stuart Little 2,Rob Minkoff,5.4,Nathan Lane,Brad Garrett,Melanie Griffith,64736114.0,120000000.0,459,USA
Elysium,Neill Blomkamp,6.6,Matt Damon,Sharlto Copley,Alice Braga,93050117.0,115000000.0,61000,USA
The Chronicles of Riddick,David Twohy,6.7,Vin Diesel,Alexa Davalos,Christina Cox,57637485.0,105000000.0,0,USA
RoboCop,José Padilha,6.2,Gary Oldman,Abbie Cornish,Jennifer Ehle,58607007.0,100000000.0,60000,USA
Speed Racer,Lana Wachowski,6.1,Scott Porter,Kick Gurry,Nicholas Elia,43929341.0,120000000.0,0,USA
How Do You Know,James L. Brooks,5.3,Shelley Conn,Domenick Lombardozzi,Teyonah Parris,30212620.0,120000000.0,0,USA
Knight and Day,James Mangold,6.3,Tom Cruise,Marc Blucas,Jordi Mollà,76418654.0,117000000.0,11000,USA
Oblivion,Joseph Kosinski,7.0,Morgan Freeman,Tom Cruise,Zoë Bell,89021735.0,120000000.0,71000,USA
Star Wars: Episode III - Revenge of the Sith,George Lucas,7.6,Natalie Portman,Christopher Lee,Hayden Christensen,380262555.0,113000000.0,10000,USA
Star Wars: Episode II - Attack of the Clones,George Lucas,6.7,Natalie Portman,Christopher Lee,Hayden Christensen,310675583.0,115000000.0,0,USA
"Monsters, Inc.",Pete Docter,8.1,Steve Buscemi,John Ratzenberger,James Coburn,289907418.0,115000000.0,0,USA
The Wolverine,James Mangold,6.7,Hugh Jackman,Tao Okamoto,Rila Fukushima,132550960.0,120000000.0,68000,USA
Star Wars: Episode I - The Phantom Menace,George Lucas,6.5,Natalie Portman,Liam Neeson,Ian McDiarmid,474544677.0,115000000.0,13000,USA
The Croods,Kirk De Micco,7.3,Ryan Reynolds,Emma Stone,Nicolas Cage,187165546.0,135000000.0,28000,USA
Windtalkers,John Woo,6.0,Nicolas Cage,Roger Willie,Noah Emmerich,40911830.0,115000000.0,0,USA
The Huntsman: Winter's War,Cedric Nicolas-Troyan,6.1,Chris Hemsworth,Sam Claflin,Charlize Theron,47952020.0,115000000.0,16000,USA
Teenage Mutant Ninja Turtles,Jonathan Liebesman,5.9,Noel Fisher,Danny Woodburn,Jeremy Howard,190871240.0,125000000.0,62000,USA
Gravity,Alfonso Cuarón,7.8,Phaldut Sharma,Basher Savage,Amy Warren,274084951.0,100000000.0,147000,UK
Dante's Peak,Roger Donaldson,5.8,Jamie Renée Smith,Grant Heslov,Tzi Ma,67155742.0,116000000.0,0,USA
Teenage Mutant Ninja Turtles: Out of the Shadows,Dave Green,6.3,Stephen Amell,Noel Fisher,Brad Garrett,81638674.0,135000000.0,12000,USA
Fantastic Four,Josh Trank,4.3,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,56114221.0,120000000.0,41000,USA
Night at the Museum,Shawn Levy,6.4,Robin Williams,Rami Malek,Steve Coogan,250863268.0,110000000.0,3000,USA
San Andreas,Brad Peyton,6.1,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi,155181732.0,110000000.0,52000,USA
Tomorrow Never Dies,Roger Spottiswoode,6.5,Vincent Schiavelli,Colin Salmon,Joe Don Baker,125332007.0,110000000.0,0,UK
The Patriot,Roland Emmerich,7.1,Heath Ledger,Adam Baldwin,Tom Wilkinson,113330342.0,110000000.0,4000,USA
Ocean's Twelve,Steven Soderbergh,6.4,Brad Pitt,Julia Roberts,Mini Anden,125531634.0,110000000.0,0,USA
Mr. & Mrs. Smith,Doug Liman,6.5,Brad Pitt,Angelina Jolie Pitt,Stephanie March,186336103.0,120000000.0,0,USA
Insurgent,Robert Schwentke,6.3,Kate Winslet,Theo James,Mekhi Phifer,129995817.0,110000000.0,27000,USA
The Aviator,Martin Scorsese,7.5,Leonardo DiCaprio,Adam Scott,Frances Conroy,102608827.0,110000000.0,0,USA
Gulliver's Travels,Rob Letterman,4.9,James Corden,Catherine Tate,Olly Alexander,42776259.0,112000000.0,0,USA
The Green Hornet,Michel Gondry,5.8,Christoph Waltz,Tom Wilkinson,Chad L. Coleman,98780042.0,120000000.0,14000,USA
300: Rise of an Empire,Noam Murro,6.2,Eva Green,Sullivan Stapleton,Peter Mensah,106369117.0,110000000.0,71000,USA
The Smurfs,Raja Gosnell,5.5,Mahadeo Shivraj,Tim Gunn,Madison McKinley,142614158.0,110000000.0,31000,USA
Home on the Range,Will Finn,5.4,Steve Buscemi,Roseanne Barr,G.W. Bailey,50026353.0,110000000.0,304,USA
Allegiant,Robert Schwentke,5.8,Naomi Watts,Theo James,Zoë Kravitz,66002193.0,110000000.0,12000,USA
Real Steel,Shawn Levy,7.1,Hugh Jackman,Torey Michael Adkins,Olga Fonda,85463309.0,110000000.0,36000,USA
The Smurfs 2,Raja Gosnell,5.4,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui,71017784.0,105000000.0,0,USA
Speed 2: Cruise Control,Jan de Bont,3.7,Jason Patric,Temuera Morrison,Lois Chiles,48068396.0,160000000.0,894,USA
Ender's Game,Gavin Hood,6.7,Harrison Ford,Moises Arias,Aramis Knight,61656849.0,110000000.0,123000,USA
Live Free or Die Hard,Len Wiseman,7.2,Bruce Willis,Jonathan Sadowski,Cyril Raffaelli,134520804.0,110000000.0,0,USA
The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,8.8,Christopher Lee,Orlando Bloom,Billy Boyd,313837577.0,93000000.0,21000,New Zealand
Around the World in 80 Days,Frank Coraci,5.8,Jim Broadbent,Steve Coogan,Cécile De France,24004159.0,110000000.0,0,USA
Ali,Michael Mann,6.8,Will Smith,Jada Pinkett Smith,Joe Morton,58183966.0,107000000.0,0,USA
The Cat in the Hat,Bo Welch,3.8,Sean Hayes,Kelly Preston,Spencer Breslin,100446895.0,109000000.0,946,USA
"I, Robot",Alex Proyas,7.1,Will Smith,Bruce Greenwood,Chi McBride,144795350.0,120000000.0,0,USA
Kingdom of Heaven,Ridley Scott,7.2,Liam Neeson,Orlando Bloom,Philip Glenister,47396698.0,130000000.0,0,USA
Stuart Little,Rob Minkoff,5.9,Chazz Palminteri,Nathan Lane,Jeffrey Jones,140015224.0,133000000.0,0,Germany
The Princess and the Frog,Ron Clements,7.1,Oprah Winfrey,Jenifer Lewis,Anika Noni Rose,104374107.0,105000000.0,5000,USA
The Martian,Ridley Scott,8.1,Matt Damon,Donald Glover,Benedict Wong,228430993.0,108000000.0,153000,USA
The Island,Michael Bay,6.9,Scarlett Johansson,Steve Buscemi,Djimon Hounsou,35799026.0,126000000.0,0,USA
Town & Country,Peter Chelsom,4.4,Del Zamora,Warren Beatty,Garry Shandling,6712451.0,90000000.0,53,New Line
Gone in Sixty Seconds,Dominic Sena,6.5,Nicolas Cage,Angelina Jolie Pitt,Robert Duvall,101643008.0,90000000.0,0,USA
Gladiator,Ridley Scott,8.5,Djimon Hounsou,Connie Nielsen,Oliver Reed,187670866.0,103000000.0,21000,USA
Minority Report,Steven Spielberg,7.7,Tom Cruise,Frank Grillo,Jessica Capshaw,132014112.0,102000000.0,0,USA
Harry Potter and the Chamber of Secrets,Chris Columbus,7.4,Daniel Radcliffe,Rupert Grint,Emma Watson,261970615.0,100000000.0,0,UK
Casino Royale,Martin Campbell,8.0,Eva Green,Tobias Menzies,Ivana Milicevic,167007184.0,150000000.0,0,UK
Planet of the Apes,Tim Burton,5.7,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,180011740.0,100000000.0,0,USA
Terminator 2: Judgment Day,James Cameron,8.5,Joe Morton,Jenette Goldstein,S. Epatha Merkerson,204843350.0,102000000.0,13000,USA
Public Enemies,Michael Mann,7.0,Johnny Depp,Christian Bale,Stephen Graham,97030725.0,100000000.0,0,USA
American Gangster,Ridley Scott,7.8,Denzel Washington,Ruby Dee,RZA,130127620.0,100000000.0,0,USA
True Lies,James Cameron,7.2,Jamie Lee Curtis,Tia Carrere,Tom Arnold,146282411.0,115000000.0,0,USA
The Taking of Pelham 1 2 3,Tony Scott,6.4,Denzel Washington,Ramon Rodriguez,Michael Rispoli,65452312.0,100000000.0,0,USA
Little Fockers,Paul Weitz,5.5,Robert De Niro,Blythe Danner,Teri Polo,148383780.0,100000000.0,0,USA
The Other Guys,Adam McKay,6.7,Dwayne Johnson,Will Ferrell,Derek Jeter,119219978.0,100000000.0,16000,USA
Eraser,Chuck Russell,6.1,Vanessa Williams,James Coburn,Roma Maffia,101228120.0,100000000.0,0,USA
Django Unchained,Quentin Tarantino,8.5,Leonardo DiCaprio,Christoph Waltz,Ato Essandoh,162804648.0,100000000.0,199000,USA
The Hunchback of Notre Dame,Gary Trousdale,6.9,Demi Moore,Jason Alexander,Bill Fagerbakke,100117603.0,100000000.0,0,USA
The Emperor's New Groove,Mark Dindal,7.3,Eartha Kitt,Wendie Malick,John Fiedler,89296573.0,100000000.0,0,USA
The Expendables 2,Simon West,6.7,Jason Statham,Sylvester Stallone,Bruce Willis,85017401.0,92000000.0,108000,USA
National Treasure,Jon Turteltaub,6.9,Nicolas Cage,Armando Riesco,Annie Parisse,173005002.0,100000000.0,0,USA
Eragon,Stefen Fangmeier,5.1,Djimon Hounsou,Ed Speleers,Gary Lewis,75030163.0,100000000.0,0,USA
Where the Wild Things Are,Spike Jonze,6.8,Catherine O'Hara,Ryan Corr,Max Records,77222184.0,100000000.0,11000,Germany
Pan,Joe Wright,5.8,Hugh Jackman,Cara Delevingne,Nonso Anozie,34964818.0,150000000.0,24000,USA
Epic,Chris Wedge,6.7,Josh Hutcherson,Emma Kenney,Troy Evans,107515297.0,100000000.0,17000,USA
The Tourist,Florian Henckel von Donnersmarck,6.0,Johnny Depp,Angelina Jolie Pitt,Rufus Sewell,67631157.0,100000000.0,25000,USA
End of Days,Peter Hyams,5.7,CCH Pounder,Mark Margolis,Udo Kier,66862068.0,83000000.0,2000,USA
Blood Diamond,Edward Zwick,8.0,Leonardo DiCaprio,Djimon Hounsou,Stephen Collins,57366262.0,100000000.0,14000,Germany
The Wolf of Wall Street,Martin Scorsese,8.2,Leonardo DiCaprio,Matthew McConaughey,Jon Favreau,116866727.0,100000000.0,138000,USA
Batman Forever,Joel Schumacher,5.4,Michael Gough,Rene Auberjonois,Debi Mazar,184031112.0,100000000.0,0,USA
Starship Troopers,Paul Verhoeven,7.2,Jake Busey,Patrick Muldoon,Seth Gilliam,54700065.0,105000000.0,0,USA
Cloud Atlas,Tom Tykwer,7.5,Tom Hanks,Jim Sturgess,Jim Broadbent,27098580.0,102000000.0,124000,Germany
Legend of the Guardians: The Owls of Ga'Hoole,Zack Snyder,7.0,Abbie Cornish,Richard Roxburgh,Anthony LaPaglia,55673333.0,80000000.0,16000,USA
Catwoman,Pitof,3.3,Frances Conroy,Christopher Heyerdahl,Alex Borstein,40198710.0,100000000.0,0,USA
Hercules,Brett Ratner,6.0,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,72660029.0,100000000.0,21000,USA
Treasure Planet,Ron Clements,7.1,Joseph Gordon-Levitt,Martin Short,Michael Wincott,38120554.0,140000000.0,0,USA
Land of the Lost,Brad Silberling,5.4,Will Ferrell,Anna Friel,Bobb'e J. Thompson,49392095.0,100000000.0,0,USA
The Expendables 3,Patrick Hughes,6.1,Jason Statham,Sylvester Stallone,Harrison Ford,39292022.0,90000000.0,56000,USA
Point Break,Ericson Core,5.3,Ray Winstone,Edgar Ramírez,Delroy Lindo,28772222.0,105000000.0,37000,USA
Son of the Mask,Lawrence Guterman,2.2,Jamie Kennedy,Traylor Howard,Ben Stein,17010646.0,84000000.0,881,USA
In the Heart of the Sea,Ron Howard,7.0,Chris Hemsworth,Benjamin Walker,Frank Dillane,24985612.0,100000000.0,27000,USA
The Adventures of Pluto Nash,Ron Underwood,3.8,Rosario Dawson,Randy Quaid,Burt Young,4411102.0,100000000.0,416,USA
Green Zone,Paul Greengrass,6.9,Matt Damon,Sean Huze,Igal Naor,35024475.0,100000000.0,0,France
The Peanuts Movie,Steve Martino,7.2,Francesca Capaldi,Venus Schultheis,Bill Melendez,130174897.0,99000000.0,33000,USA
The Spanish Prisoner,David Mamet,7.3,Ben Gazzara,Felicity Huffman,Campbell Scott,10200000.0,10000000.0,578,USA
The Mummy Returns,Stephen Sommers,6.3,Dwayne Johnson,Brendan Fraser,Patricia Velasquez,202007640.0,98000000.0,0,USA
Gangs of New York,Martin Scorsese,7.5,Leonardo DiCaprio,Liam Neeson,Jim Broadbent,77679638.0,100000000.0,0,USA
The Flowers of War,Yimou Zhang,7.6,Christian Bale,Ni Ni,Shigeo Kobayashi,9213.0,94000000.0,13000,China
Surf's Up,Ash Brannon,6.8,Jeff Bridges,Zooey Deschanel,Jon Heder,58867694.0,100000000.0,0,USA
The Stepford Wives,Frank Oz,5.2,Jon Lovitz,Matthew Broderick,Roger Bart,59475623.0,90000000.0,0,USA
Black Hawk Down,Ridley Scott,7.7,Ioan Gruffudd,Sam Shepard,Ewen Bremner,108638745.0,92000000.0,10000,USA
The Campaign,Jay Roach,6.2,Will Ferrell,Thomas Middleditch,Katherine LaNasa,86897182.0,95000000.0,18000,USA
The Fifth Element,Luc Besson,7.7,Milla Jovovich,Bruce Willis,Gary Oldman,63540020.0,93000000.0,18000,France
Sex and the City 2,Michael Patrick King,4.3,Chris Noth,Liza Minnelli,Kristin Davis,95328937.0,100000000.0,0,USA
The Road to El Dorado,Bibo Bergeron,6.9,Frank Welker,Rosie Perez,Elton John,50802661.0,95000000.0,0,USA
Ice Age: Continental Drift,Steve Martino,6.6,Peter Dinklage,Josh Gad,Drake,161317423.0,95000000.0,14000,USA
Cinderella,Kenneth Branagh,7.0,Hayley Atwell,Derek Jacobi,Lily James,201148159.0,95000000.0,56000,USA
The Lovely Bones,Peter Jackson,6.7,Michael Imperioli,AJ Michalka,Tom McCarthy,43982842.0,65000000.0,16000,USA
Finding Nemo,Andrew Stanton,8.2,Alexander Gould,Stephen Root,Brad Garrett,380838870.0,94000000.0,11000,USA
The Lord of the Rings: The Return of the King,Peter Jackson,8.9,Orlando Bloom,Billy Boyd,Bernard Hill,377019252.0,94000000.0,16000,USA
The Lord of the Rings: The Two Towers,Peter Jackson,8.7,Christopher Lee,Orlando Bloom,Billy Boyd,340478898.0,94000000.0,10000,USA
Seventh Son,Sergey Bodrov,5.5,Jeff Bridges,Djimon Hounsou,Olivia Williams,17176900.0,95000000.0,16000,USA
Lara Croft: Tomb Raider,Simon West,5.7,Angelina Jolie Pitt,Noah Taylor,Chris Barrie,131144183.0,115000000.0,0,USA
Transcendence,Wally Pfister,6.3,Johnny Depp,Morgan Freeman,Clifton Collins Jr.,23014504.0,100000000.0,37000,UK
Jurassic Park III,Joe Johnston,5.9,Michael Jeter,Trevor Morgan,Alessandro Nivola,181166115.0,93000000.0,0,USA
Rise of the Planet of the Apes,Rupert Wyatt,7.6,James Franco,David Oyelowo,Tyler Labine,176740650.0,93000000.0,47000,USA
The Spiderwick Chronicles,Mark Waters,6.6,Martin Short,Tod Fennell,Joan Plowright,71148699.0,90000000.0,0,USA
A Good Day to Die Hard,John Moore,5.3,Bruce Willis,Cole Hauser,Megalyn Echikunwoke,67344392.0,92000000.0,66000,USA
The Alamo,John Lee Hancock,6.0,Dennis Quaid,Marc Blucas,Jordi Mollà,22406362.0,107000000.0,701,USA
The Incredibles,Brad Bird,8.0,Holly Hunter,Craig T. Nelson,Lou Romano,261437578.0,92000000.0,0,USA
Cutthroat Island,Renny Harlin,5.6,Christopher Masterson,Frank Langella,Matthew Modine,11000000.0,98000000.0,1000,USA
Percy Jackson & the Olympians: The Lightning Thief,Chris Columbus,5.9,Logan Lerman,Rosario Dawson,Steve Coogan,88761720.0,95000000.0,9000,UK
Men in Black,Barry Sonnenfeld,7.3,Will Smith,Rip Torn,Linda Fiorentino,250147615.0,90000000.0,0,USA
Toy Story 2,John Lasseter,7.9,Tom Hanks,John Ratzenberger,Wayne Knight,245823397.0,90000000.0,0,USA
Unstoppable,Tony Scott,6.8,Denzel Washington,Rosario Dawson,Ethan Suplee,81557479.0,100000000.0,18000,USA
Rush Hour 2,Brett Ratner,6.6,Mei Melançon,John Lone,Harris Yulin,226138454.0,90000000.0,0,USA
What Lies Beneath,Robert Zemeckis,6.6,Harrison Ford,Amber Valletta,Miranda Otto,155370362.0,100000000.0,0,USA
Cloudy with a Chance of Meatballs,Phil Lord,7.0,Will Forte,Bobb'e J. Thompson,Al Roker,124870275.0,100000000.0,0,USA
Ice Age: Dawn of the Dinosaurs,Carlos Saldanha,7.0,Denis Leary,Maile Flanagan,Kelly Keaton,196573705.0,90000000.0,0,USA
The Secret Life of Walter Mitty,Ben Stiller,7.3,Adam Scott,Adrian Martinez,Joey Slotnick,58229120.0,90000000.0,70000,USA
Charlie's Angels,McG,5.5,Bill Murray,LL Cool J,Kelly Lynch,125305545.0,92000000.0,0,USA
The Departed,Martin Scorsese,8.5,Leonardo DiCaprio,Matt Damon,Ray Winstone,132373442.0,90000000.0,29000,USA
Mulan,Tony Bancroft,7.5,Ming-Na Wen,Harvey Fierstein,June Foray,120618403.0,90000000.0,12000,USA
Tropic Thunder,Ben Stiller,7.0,Robert Downey Jr.,Steve Coogan,Brandon T. Jackson,110416702.0,92000000.0,0,USA
The Girl with the Dragon Tattoo,David Fincher,7.8,Robin Wright,Goran Visnjic,Joely Richardson,102515793.0,90000000.0,54000,USA
Die Hard with a Vengeance,John McTiernan,7.6,Bruce Willis,Aldis Hodge,Kevin Chamberlin,100012500.0,90000000.0,0,USA
Sherlock Holmes,Guy Ritchie,7.6,Robert Downey Jr.,Eddie Marsan,Robert Maillet,209019489.0,90000000.0,20000,USA
Atlantis: The Lost Empire,Gary Trousdale,6.8,Leonard Nimoy,Jim Varney,Cree Summer,84037039.0,120000000.0,0,USA
Alvin and the Chipmunks: The Road Chip,Walt Becker,5.0,Bella Thorne,Joshua Mikel,Jesse McCartney,85884815.0,90000000.0,0,USA
Valkyrie,Bryan Singer,7.1,Tom Cruise,Tom Wilkinson,Thomas Kretschmann,83077470.0,75000000.0,0,USA
You Don't Mess with the Zohan,Dennis Dugan,5.5,Adam Sandler,Sayed Badreya,Kevin Nealon,100018837.0,90000000.0,0,USA
Pixels,Chris Columbus,5.6,Peter Dinklage,Adam Sandler,Josh Gad,78747585.0,88000000.0,39000,USA
A.I. Artificial Intelligence,Steven Spielberg,7.1,Haley Joel Osment,William Hurt,Kevin Sussman,78616689.0,100000000.0,11000,USA
The Haunted Mansion,Rob Minkoff,4.9,Marsha Thomason,Rachael Harris,Marc John Jefferies,75817994.0,90000000.0,988,USA
Contact,Robert Zemeckis,7.4,Matthew McConaughey,Tom Skerritt,Larry King,100853835.0,90000000.0,15000,USA
Hollow Man,Paul Verhoeven,5.7,Greg Grunberg,Kim Dickens,Joey Slotnick,73209340.0,95000000.0,0,USA
The Interpreter,Sydney Pollack,6.4,Curtiss Cook,George Harris,Michael Wright,72515360.0,80000000.0,0,UK
Percy Jackson: Sea of Monsters,Thor Freudenthal,5.9,Logan Lerman,Leven Rambin,Brandon T. Jackson,68558662.0,90000000.0,28000,USA
Lara Croft Tomb Raider: The Cradle of Life,Jan de Bont,5.5,Gerard Butler,Angelina Jolie Pitt,Djimon Hounsou,65653758.0,95000000.0,0,USA
Now You See Me 2,Jon M. Chu,6.9,Daniel Radcliffe,Morgan Freeman,Sanaa Lathan,64685359.0,90000000.0,15000,USA
The Saint,Phillip Noyce,6.2,Alun Armstrong,Michael Byrne,Velibor Topic,61355436.0,68000000.0,0,USA
Spy Game,Tony Scott,7.0,Brad Pitt,Stephen Dillane,Catherine McCormack,26871.0,92000000.0,0,Germany
Mission to Mars,Brian De Palma,5.6,Don Cheadle,Connie Nielsen,Kim Delaney,60874615.0,90000000.0,0,USA
Rio,Carlos Saldanha,7.0,Anne Hathaway,Wanda Sykes,Will.i.am,143618384.0,90000000.0,19000,USA
Bicentennial Man,Chris Columbus,6.8,Robin Williams,Oliver Platt,John Michael Higgins,58220776.0,100000000.0,0,USA
Volcano,Mick Jackson,5.4,Don Cheadle,Anne Heche,Gaby Hoffmann,47474112.0,90000000.0,2000,USA
The Devil's Own,Alan J. Pakula,6.1,Harrison Ford,Brad Pitt,Natascha McElhone,42877165.0,86000000.0,979,USA
K-19: The Widowmaker,Kathryn Bigelow,6.7,Liam Neeson,Christian Camargo,Lex Shrapnel,35168677.0,100000000.0,0,UK
Fantastic Four,Josh Trank,4.3,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,56114221.0,120000000.0,41000,USA
Conan the Barbarian,John Milius,6.9,William Smith,Mako,Sandahl Bergman,37567440.0,20000000.0,0,USA
Cinderella Man,Ron Howard,8.0,Paddy Considine,Bruce McGill,Rosemarie DeWitt,61644321.0,88000000.0,0,USA
The Nutcracker in 3D,Andrey Konchalovskiy,4.4,Shirley Henderson,Nathan Lane,Richard E. Grant,190562.0,90000000.0,788,UK
Seabiscuit,Gary Ross,7.3,Jeff Bridges,Michael Angarano,Michael O'Neill,120147445.0,87000000.0,0,USA
Twister,Jan de Bont,6.3,Philip Seymour Hoffman,Alan Ruck,Jami Gertz,241688385.0,92000000.0,0,USA
The Fast and the Furious,Rob Cohen,6.7,Paul Walker,Vin Diesel,Jordana Brewster,144512310.0,38000000.0,14000,USA
Cast Away,Robert Zemeckis,7.7,Tom Hanks,Paul Sanchez,Nick Searcy,233630478.0,90000000.0,23000,USA
Happy Feet,George Miller,6.5,Robin Williams,Hugh Jackman,Elizabeth Daily,197992827.0,100000000.0,0,USA
The Bourne Supremacy,Paul Greengrass,7.8,Matt Damon,Joan Allen,Oksana Akinshina,176049130.0,75000000.0,0,USA
Air Force One,Wolfgang Petersen,6.4,Harrison Ford,Gary Oldman,Dean Stockwell,172620724.0,85000000.0,0,USA
Ocean's Eleven,Steven Soderbergh,7.8,Brad Pitt,Bernie Mac,Elliott Gould,183405771.0,85000000.0,0,USA
The Three Musketeers,Paul W.S. Anderson,5.8,Milla Jovovich,Logan Lerman,Orlando Bloom,20315324.0,75000000.0,19000,Germany
Hotel Transylvania,Genndy Tartakovsky,7.1,Steve Buscemi,Adam Sandler,Jon Lovitz,148313048.0,85000000.0,28000,USA
Enchanted,Kevin Lima,7.1,Jeff Bennett,Teala Dunn,Fred Tatasciore,127706877.0,85000000.0,0,USA
Safe House,Daniel Espinosa,6.8,Denzel Washington,Ryan Reynolds,Sam Shepard,126149655.0,85000000.0,19000,USA
102 Dalmatians,Kevin Lima,4.8,Ioan Gruffudd,Eric Idle,Jim Carter,66941559.0,85000000.0,372,USA
Tower Heist,Brett Ratner,6.2,Matthew Broderick,Gabourey Sidibe,Judd Hirsch,78009155.0,75000000.0,0,USA
The Holiday,Nancy Meyers,6.9,Kate Winslet,Rufus Sewell,Sarah Parish,63224849.0,85000000.0,19000,USA
Enemy of the State,Tony Scott,7.3,Will Smith,Jake Busey,Lisa Bonet,111544445.0,90000000.0,0,USA
It's Complicated,Nancy Meyers,6.6,Meryl Streep,Hunter Parrish,Zoe Kazan,112703470.0,85000000.0,0,USA
Ocean's Thirteen,Steven Soderbergh,6.9,Al Pacino,Matt Damon,Brad Pitt,117144465.0,85000000.0,0,USA
Open Season,Roger Allers,6.2,Jon Favreau,Debra Messing,Jane Krakowski,84303558.0,85000000.0,863,USA
Divergent,Neil Burger,6.7,Kate Winslet,Theo James,Mekhi Phifer,150832203.0,85000000.0,49000,USA
Enemy at the Gates,Jean-Jacques Annaud,7.6,Bob Hoskins,Gabriel Thomson,Clemens Schick,51396781.0,68000000.0,0,USA
The Rundown,Peter Berg,6.7,Dwayne Johnson,Rosario Dawson,Ewen Bremner,47592825.0,85000000.0,0,USA
Last Action Hero,John McTiernan,6.2,F. Murray Abraham,Tom Noonan,Joan Plowright,50016394.0,70000000.0,0,USA
Memoirs of a Geisha,Rob Marshall,7.3,Li Gong,Mako,Karl Yune,57010853.0,85000000.0,0,USA
The Fast and the Furious: Tokyo Drift,Justin Lin,6.0,Amber Stevens West,Zachery Ty Bryan,Nikki Griffin,62494975.0,85000000.0,0,USA
